0.05      			0.34419565606371993
0.052      			0.3561266818158968
0.054      			0.36945537788047483
0.056      			0.3818270212379835
0.058      			0.39692073492826224
0.06      			0.41032565361523543
0.062      			0.4257800797776721
0.064      			0.4365801770855431
0.066      			0.448238276577691
0.068      			0.4594851660170809
0.07      			0.4724483688661034
0.072      			0.48430752461735443
0.074      			0.4939550417075564
0.076      			0.5084005855649799
0.078      			0.5180473265015801
0.08      			0.530331915045858
0.082      			0.5393444366645882
0.084      			0.5492128428363712
0.086      			0.5603273802527056
0.088      			0.570311530746528
0.09      			0.5793267791314894
0.092      			0.5896065121793544
0.094      			0.6019597972230598
0.096      			0.6081788515474156
0.098      			0.6198203297732808
0.1      			0.6271687102535343
0.102      			0.6359061525385332
0.104      			0.6445799465680125
0.106      			0.6541319424573165
0.108      			0.661301441351677
0.11      			0.6695391614847062
0.112      			0.6797909276011741
0.114      			0.6863569259512836
0.116      			0.6948491146859186
0.118      			0.6998579707923532
0.12      			0.7072342479506051
0.122      			0.7153538256391393
0.124      			0.7216183208121845
0.126      			0.7274005180367734
0.128      			0.735024978394234
0.13      			0.7411294619898575
0.132      			0.7465739750718818
0.134      			0.7501514118983277
0.136      			0.7588125119727825
0.138      			0.764548489647187
0.14      			0.7717629818633197
0.142      			0.773458667701911
0.144      			0.7810097316330431
0.146      			0.7825091287232556
0.148      			0.7885648086901372
0.15      			0.7941423861355289
0.152      			0.7987517559697866
0.154      			0.8005060005379968
0.156      			0.8042288037699968
0.158      			0.8093401031691309
0.16      			0.8119496897746068
0.162      			0.8189740494649356
0.164      			0.8210422425995866
0.166      			0.8257097715971516
0.168      			0.8246005438876476
0.17      			0.8312688876292029
0.172      			0.8312356532418885
0.174      			0.8366418015248465
0.176      			0.838962636994142
0.178      			0.8414140606648624
0.18      			0.8439797319321432
0.182      			0.8442545645953862
0.184      			0.8471100044849423
0.186      			0.8495876479919392
0.188      			0.8512302071765022
0.19      			0.8503289762795866
0.192      			0.8523736353602632
0.194      			0.8531096551242907
0.196      			0.8554951066612547
0.198      			0.8565637879832197
0.2      			0.8577447045679457
0.202      			0.8622998463282142
0.204      			0.8601717315335508
0.206      			0.8608299664588852
0.208      			0.8625148962600879
0.21      			0.8617809993227353
0.212      			0.8605348083145514
0.214      			0.864295431689749
0.216      			0.8626634830127135
0.218      			0.8640726935511315
0.22      			0.8620999650338049
0.222      			0.8613314582939864
0.224      			0.859801724086594
0.226      			0.8618680424403905
0.228      			0.8608118247051267
0.23      			0.8597331960330951
0.232      			0.8595402923064753
0.234      			0.8593596397656282
0.236      			0.8564404022154002
0.238      			0.8542722254829408
0.24      			0.8537774233581796
0.242      			0.8508747665125393
0.244      			0.849416910994809
0.246      			0.8489854775137068
0.248      			0.8473195808508015
0.25      			0.8408424238094266
0.252      			0.8374730084532774
0.254      			0.8358747382584127
0.256      			0.8325055319829325
0.258      			0.8266248634995152
0.26      			0.8225418581253757
0.262      			0.8210092553377862
0.264      			0.8125870567054716
0.266      			0.8076395045854083
0.268      			0.8000134830027426
0.27      			0.7936117695880592
0.272      			0.7829690765132015
0.274      			0.7721227648581448
0.276      			0.7631821542182075
0.278      			0.75207751417906
0.28      			0.7380338072073406
0.282      			0.722395446027114
0.284      			0.7056010740647211
0.286      			0.6903126508144619
0.288      			0.6709697866316366
0.29      			0.650295692068059
0.292      			0.6253002983394507
0.294      			0.6035569555466002
0.296      			0.5786040805326218
0.298      			0.5499788674080119
0.3      			0.523526758091954
0.302      			0.49642500012752044
0.304      			0.4654166418006244
0.306      			0.435700333411543
0.308      			0.40459627660252734
0.31      			0.37824089356543794
0.312      			0.34692280771548817
0.314      			0.32096093277162346
0.316      			0.29458194417172645
0.318      			0.2711933435335118
0.32      			0.24762817188013983
0.322      			0.22838268258517697
0.324      			0.21000448783821343
